Mat,Inns,NO,Runs,HS,Ave,100,50,0
5,9,1,189,74,23.62,0,1,0
11,20,4,188,56*,11.75,0,1,4
11,19,2,171,50*,10.05,0,1,6
8,16,3,168,77,12.92,0,1,5
10,18,1,156,36*,9.17,0,0,2
6,10,3,139,49,19.85,0,0,1
7,14,1,135,23*,10.38,0,0,3
5,9,0,129,39,14.33,0,0,0
11,22,3,128,25,6.73,0,0,3
8,15,2,124,34,9.53,0,0,4
6,11,1,116,31*,11.6,0,0,2
4,8,1,114,28,16.28,0,0,0
10,17,1,111,31,6.93,0,0,5
7,14,4,98,19*,9.8,0,0,1
9,15,1,86,29*,6.14,0,0,5
4,8,1,80,27,11.42,0,0,2
4,8,0,78,16,9.75,0,0,0
7,12,0,78,24,6.5,0,0,2
6,11,0,71,31,6.45,0,0,2
5,10,0,69,33,6.9,0,0,1
4,7,0,67,26,9.57,0,0,0
2,4,0,65,44,16.25,0,0,1
2,4,1,64,35,21.33,0,0,0
3,6,0,64,35,10.66,0,0,0
4,8,0,61,30,7.62,0,0,0
6,12,1,61,18*,5.54,0,0,3
5,10,0,60,31,6,0,0,2
1,2,0,58,37,29,0,0,0
3,5,0,54,26,10.8,0,0,2
6,10,3,53,19,7.57,0,0,1
2,4,1,52,36*,17.33,0,0,0
1,2,0,46,28,23,0,0,0
4,7,1,46,23,7.66,0,0,4
4,8,1,46,13,6.57,0,0,2
10,16,2,43,10,3.07,0,0,5
3,5,1,42,21*,10.5,0,0,2
5,6,1,42,11,8.4,0,0,1
1,2,1,40,36*,40,0,0,0
3,5,0,39,29,7.8,0,0,1
3,6,1,39,32,7.8,0,0,1
4,8,1,39,24,5.57,0,0,4
5,8,0,39,17,4.87,0,0,3
4,8,1,37,14,5.28,0,0,2
1,2,0,36,34,18,0,0,0
2,3,1,33,23*,16.5,0,0,0
1,2,0,32,29,16,0,0,0
5,10,0,32,9,3.2,0,0,4
2,4,1,31,17,10.33,0,0,1
12,21,1,339,73,16.95,0,2,1
7,11,0,275,64,25,0,2,1
9,14,0,210,40,15,0,0,0
6,11,1,157,74,15.7,0,1,1
9,15,1,157,34,11.21,0,0,0
8,16,4,153,28*,12.75,0,0,2
4,8,2,132,82*,22,0,1,1
6,8,0,127,63,15.87,0,1,1
5,10,1,119,44,13.22,0,0,3
7,13,2,115,37,10.45,0,0,3
8,12,0,99,27,8.25,0,0,0
3,5,2,81,37*,27,0,0,0
2,4,0,80,53,20,0,1,0
8,16,3,80,30*,6.15,0,0,3
4,6,1,77,24,15.4,0,0,2
2,4,0,72,48,18,0,0,2
4,7,0,71,40,10.14,0,0,2
4,8,0,71,25,8.87,0,0,0
4,7,1,69,17,11.5,0,0,0
8,13,1,68,23*,5.66,0,0,3
1,2,0,65,34,32.5,0,0,0
6,12,3,65,14,7.22,0,0,3
5,10,1,59,23,6.55,0,0,0
3,6,0,57,24,9.5,0,0,1
3,6,0,55,23,9.16,0,0,2
3,6,1,54,36*,10.8,0,0,1
5,7,1,53,31,8.83,0,0,1
5,10,0,51,15,5.1,0,0,2
3,5,0,49,27,9.8,0,0,0
6,12,4,49,17,6.12,0,0,2
4,6,0,47,13,7.83,0,0,0
1,2,0,46,32,23,0,0,0
2,3,0,42,41,14,0,0,1
2,4,0,41,23,10.25,0,0,0
3,6,0,41,20,6.83,0,0,2
2,4,0,40,29,10,0,0,1
3,6,0,40,14,6.66,0,0,1
3,6,1,40,15,8,0,0,2
4,6,0,39,13,6.5,0,0,1
6,11,3,38,19,4.75,0,0,2
4,7,1,35,15,5.83,0,0,1
2,4,1,34,20,11.33,0,0,1
1,2,0,33,18,16.5,0,0,0
3,3,0,32,19,10.66,0,0,0
4,8,1,32,7,4.57,0,0,0
1,2,1,31,25*,31,0,0,0
1,2,0,31,26,15.5,0,0,0
2,4,0,30,17,7.5,0,0,1
2,4,0,26,11,6.5,0,0,1
3,5,1,25,18,6.25,0,0,1
12,20,2,332,58,18.44,0,1,1
16,29,2,289,65,10.7,0,1,6
8,13,2,258,41,23.45,0,0,2
13,21,2,201,37,10.57,0,0,3
6,10,0,167,46,16.7,0,0,1
10,15,0,167,37,11.13,0,0,2
5,8,0,147,65,18.37,0,1,1
9,18,1,145,38,8.52,0,0,2
7,14,0,134,45,9.57,0,0,7
6,12,2,133,46,13.3,0,0,4
7,14,0,127,20,9.07,0,0,1
9,18,0,114,33,6.33,0,0,5
10,19,3,107,42*,6.68,0,0,5
6,10,0,97,25,9.7,0,0,3
4,8,1,94,34*,13.42,0,0,1
3,6,0,90,28,15,0,0,1
8,14,1,88,30,6.76,0,0,4
5,10,2,87,33,10.87,0,0,2
6,10,0,86,51,8.6,0,1,0
1,2,0,85,65,42.5,0,1,0
8,12,2,81,32,8.1,0,0,2
3,5,1,79,27*,19.75,0,0,0
4,6,0,79,28,13.16,0,0,2
4,7,1,79,36,13.16,0,0,1
6,11,4,79,20*,11.28,0,0,1
4,7,0,78,41,11.14,0,0,0
5,10,1,77,25*,8.55,0,0,1
4,8,1,74,21,10.57,0,0,0
4,7,1,71,18*,11.83,0,0,0
5,10,0,69,21,6.9,0,0,1
4,8,1,63,15,9,0,0,1
3,5,0,58,43,11.6,0,0,0
4,8,1,57,28*,8.14,0,0,1
6,10,0,55,11,5.5,0,0,2
5,7,3,52,18,13,0,0,0
5,9,0,51,10,5.66,0,0,0
1,2,0,50,40,25,0,0,0
4,7,0,50,17,7.14,0,0,2
5,7,1,50,42,8.33,0,0,3
4,8,0,50,22,6.25,0,0,3
2,3,0,47,25,15.66,0,0,1
6,9,0,47,15,5.22,0,0,3
2,3,1,46,20,23,0,0,0
4,8,0,46,19,5.75,0,0,1
4,8,1,46,20,6.57,0,0,2
2,4,0,45,21,11.25,0,0,1
4,8,0,45,22,5.62,0,0,1
2,4,1,44,18,14.66,0,0,0
1,1,0,43,43,43,0,0,0
3,6,1,41,23,8.2,0,0,1
