Mat,Inns,NO,Runs,HS,Ave,100,50,0
2,4,1,14,6,4.66,0,0,1
5,7,3,10,5,2.5,0,0,2
1,2,0,8,8,4,0,0,1
1,2,0,6,6,3,0,0,1
1,2,1,5,5,5,0,0,0
1,2,0,4,2,2,0,0,0
1,2,0,2,2,1,0,0,1
2,4,0,2,2,0.5,0,0,3
1,1,1,1,1*,-,0,0,0
1,2,0,1,1,0.5,0,0,1
1,2,0,1,1,0.5,0,0,1
2,2,1,1,1*,1,0,0,1
1,2,0,1,1,0.5,0,0,1
1,2,0,0,0,0,0,0,2
7,12,0,276,64,23,0,2,1
7,13,0,265,58,20.38,0,1,1
7,13,1,239,86,19.91,0,1,0
7,12,1,208,53,18.9,0,1,1
7,14,2,204,49*,17,0,0,1
7,14,0,170,30,12.14,0,0,1
7,13,0,169,39,13,0,0,2
6,11,2,116,45,12.88,0,0,2
7,12,2,116,49,11.6,0,0,2
5,9,2,108,27,15.42,0,0,1
6,11,2,100,22,11.11,0,0,1
5,10,2,93,27,11.62,0,0,1
7,13,1,64,25,5.33,0,0,5
7,13,3,59,13,5.9,0,0,0
6,11,0,50,14,4.54,0,0,2
4,8,1,38,10,5.42,0,0,1
6,11,0,38,18,3.45,0,0,5
5,9,0,33,13,3.66,0,0,3
2,3,0,32,16,10.66,0,0,0
5,10,2,32,10,4,0,0,3
5,9,1,30,8,3.75,0,0,1
2,4,0,24,7,6,0,0,0
2,3,0,15,8,5,0,0,0
2,4,0,14,9,3.5,0,0,1
1,2,0,13,13,6.5,0,0,1
1,2,1,10,6*,10,0,0,0
3,5,0,9,5,1.8,0,0,1
2,4,1,8,4,2.66,0,0,0
1,2,1,7,6*,7,0,0,0
1,2,0,7,7,3.5,0,0,1
1,2,0,6,3,3,0,0,0
1,2,0,6,3,3,0,0,0
1,2,0,6,6,3,0,0,1
2,3,1,6,4,3,0,0,0
2,3,1,6,4,3,0,0,1
1,2,1,5,3,5,0,0,0
1,2,2,4,3*,-,0,0,0
1,2,0,3,3,1.5,0,0,1
1,2,0,3,2,1.5,0,0,0
1,1,0,1,1,1,0,0,0
1,1,0,1,1,1,0,0,0
1,1,0,0,0,0,0,0,1
6,11,2,355,110,39.44,1,2,1
6,11,2,300,79*,33.33,0,3,1
6,11,1,292,53,29.2,0,1,1
6,10,0,277,108,27.7,1,0,0
6,11,1,248,60*,24.8,0,1,0
6,12,0,185,37,15.41,0,0,2
6,12,1,153,37,13.9,0,0,0
6,11,3,146,25,18.25,0,0,2
6,12,2,120,56,12,0,1,1
6,12,1,112,36*,10.18,0,0,1
4,8,1,108,39,15.42,0,0,2
5,10,1,103,32,11.44,0,0,2
6,10,3,88,32,12.57,0,0,0
6,11,0,84,22,7.63,0,0,1
7,11,2,63,17,7,0,0,1
4,8,1,61,18,8.71,0,0,1
1,2,1,60,40,60,0,0,0
6,11,0,49,13,4.45,0,0,2
3,5,0,39,19,7.8,0,0,0
2,4,1,36,14*,12,0,0,0
2,4,0,35,18,8.75,0,0,0
2,4,0,28,20,7,0,0,1
1,2,0,26,23,13,0,0,0
2,4,0,24,12,6,0,0,0
2,4,0,21,20,5.25,0,0,2
4,7,0,20,8,2.85,0,0,1
1,2,0,19,11,9.5,0,0,0
2,4,0,18,11,4.5,0,0,1
1,2,1,17,17*,17,0,0,1
2,3,0,17,12,5.66,0,0,1
2,3,0,17,8,5.66,0,0,0
2,4,0,15,13,3.75,0,0,2
1,2,0,14,7,7,0,0,0
1,2,0,12,10,6,0,0,0
2,3,0,10,9,3.33,0,0,1
3,5,0,10,5,2,0,0,1
1,2,0,9,6,4.5,0,0,0
1,2,0,9,7,4.5,0,0,0
1,2,0,8,8,4,0,0,1
1,2,0,7,4,3.5,0,0,0
2,3,0,7,6,2.33,0,0,1
1,2,0,5,4,2.5,0,0,0
1,2,1,5,4,5,0,0,0
1,2,0,4,3,2,0,0,0
2,4,0,4,3,1,0,0,2
3,6,0,4,4,0.66,0,0,5
2,4,1,3,2*,1,0,0,2
1,2,1,2,2*,2,0,0,1
5,10,0,379,100,37.9,1,3,0
4,8,0,229,76,28.62,0,1,1
4,8,1,174,49,24.85,0,0,1
4,8,1,172,68,24.57,0,1,0
6,12,1,171,58*,15.54,0,1,2
4,7,0,161,86,23,0,1,1
4,8,0,138,62,17.25,0,1,2
4,8,1,127,72,18.14,0,1,1
5,10,3,123,42*,17.57,0,0,2
4,8,1,103,22,14.71,0,0,1
4,8,0,94,32,11.75,0,0,2
4,7,0,93,32,13.28,0,0,1
5,10,1,72,15,8,0,0,0
4,8,0,66,17,8.25,0,0,0
3,6,3,63,32*,21,0,0,1
5,10,1,63,24,7,0,0,2
3,6,1,53,30,10.6,0,0,2
2,4,1,52,26,17.33,0,0,0
4,8,0,51,14,6.37,0,0,0
3,6,0,45,13,7.5,0,0,0
4,8,0,45,17,5.62,0,0,1
1,2,0,39,30,19.5,0,0,0
2,3,1,33,19*,16.5,0,0,0
2,4,0,32,13,8,0,0,0
3,6,0,27,9,4.5,0,0,1
3,6,0,23,12,3.83,0,0,2
1,2,0,20,16,10,0,0,0
1,2,0,16,13,8,0,0,0
3,6,1,15,6,3,0,0,2
1,2,0,11,10,5.5,0,0,0
2,4,0,11,4,2.75,0,0,1
2,3,0,10,5,3.33,0,0,1
1,2,0,9,7,4.5,0,0,0
1,2,0,9,5,4.5,0,0,0
1,2,0,8,8,4,0,0,1
1,2,1,8,7*,8,0,0,0
1,2,0,7,5,3.5,0,0,0
1,2,0,7,5,3.5,0,0,0
2,4,1,7,3,2.33,0,0,1
1,2,0,6,6,3,0,0,1
1,2,0,6,6,3,0,0,1
1,2,0,6,5,3,0,0,0
1,2,0,5,3,2.5,0,0,0
1,2,0,5,5,2.5,0,0,1
1,1,1,4,4*,-,0,0,0
1,1,0,4,4,4,0,0,0
3,5,1,4,3,1,0,0,2
2,2,1,3,3,3,0,0,0
1,2,1,2,1*,2,0,0,0
1,2,0,2,1,1,0,0,0
8,15,1,464,114,33.14,1,2,0
8,15,1,333,61,23.78,0,3,0
8,15,1,300,54,21.42,0,1,0
8,16,1,194,36,12.93,0,0,1
8,13,2,187,50*,17,0,1,2
8,14,1,185,48,14.23,0,0,2
8,15,1,161,36*,11.5,0,0,3
5,10,1,160,54*,17.77,0,1,0
6,11,1,150,51,15,0,1,1
7,13,0,147,47,11.3,0,0,0
4,8,0,145,60,18.12,0,1,1
8,15,3,126,28,10.5,0,0,2
4,8,2,81,21,13.5,0,0,1
5,9,3,81,24,13.5,0,0,1
7,12,1,62,22*,5.63,0,0,3
5,9,1,53,18,6.62,0,0,2
4,8,0,46,16,5.75,0,0,2
3,6,1,45,22,9,0,0,1
4,7,0,42,14,6,0,0,1
3,5,0,39,21,7.8,0,0,0
1,2,0,33,28,16.5,0,0,0
4,7,1,30,15,5,0,0,2
2,4,0,29,18,7.25,0,0,0
1,2,0,28,19,14,0,0,0
4,6,0,28,16,4.66,0,0,3
2,4,2,24,19,12,0,0,1
7,12,2,24,5,2.4,0,0,5
2,4,2,21,12*,10.5,0,0,0
1,2,0,16,10,8,0,0,0
2,4,0,16,14,4,0,0,1
2,4,1,14,9*,4.66,0,0,2
2,4,1,14,6,4.66,0,0,1
1,2,0,11,11,5.5,0,0,1
1,2,1,10,10,10,0,0,0
1,2,0,9,7,4.5,0,0,0
2,4,1,9,4,3,0,0,1
2,3,0,8,6,2.66,0,0,1
2,4,1,8,7*,2.66,0,0,2
2,4,2,8,3*,4,0,0,0
1,2,0,5,5,2.5,0,0,1
1,2,0,5,5,2.5,0,0,1
1,2,0,4,4,2,0,0,1
1,2,0,4,2,2,0,0,0
2,3,1,4,2*,2,0,0,1
1,2,0,2,2,1,0,0,1
1,2,1,2,2,2,0,0,0
1,2,0,1,1,0.5,0,0,1
7,11,1,396,132*,39.6,1,1,1
7,12,0,324,90,27,0,3,2
7,14,2,291,62,24.25,0,2,0
7,12,0,205,44,17.08,0,0,1
6,12,1,179,47,16.27,0,0,1
7,14,2,165,42,13.75,0,0,0
6,12,1,138,41,12.54,0,0,3
7,13,2,134,31,12.18,0,0,3
6,10,0,127,39,12.7,0,0,1
4,6,1,125,29,25,0,0,0
5,9,0,120,52,13.33,0,1,3
6,12,0,111,38,9.25,0,0,1
7,13,0,96,19,7.38,0,0,4
5,8,0,93,32,11.62,0,0,1
5,9,1,88,29,11,0,0,2
2,3,1,59,45*,29.5,0,0,0
4,8,2,49,15,8.16,0,0,1
5,9,3,49,14*,8.16,0,0,3
4,7,2,42,17,8.4,0,0,1
2,4,0,33,27,8.25,0,0,1
3,6,0,33,12,5.5,0,0,1
5,8,0,27,6,3.37,0,0,0
3,5,1,17,10,4.25,0,0,2
1,1,0,15,15,15,0,0,0
3,5,2,12,5*,4,0,0,1
1,1,0,11,11,11,0,0,0
2,3,1,11,5*,5.5,0,0,0
2,4,1,11,11*,3.66,0,0,3
1,1,1,10,10*,-,0,0,0
1,1,0,9,9,9,0,0,0
1,2,0,9,9,4.5,0,0,1
1,2,1,8,8*,8,0,0,1
1,2,1,7,7,7,0,0,0
2,3,0,6,3,2,0,0,1
2,4,0,6,5,1.5,0,0,2
3,5,2,6,3*,2,0,0,1
1,2,1,4,4*,4,0,0,1
1,2,0,4,4,2,0,0,1
1,2,1,4,4*,4,0,0,1
1,2,0,4,4,2,0,0,1
1,2,2,3,3*,-,0,0,0
1,2,0,3,3,1.5,0,0,1
1,1,0,2,2,2,0,0,0
1,2,0,2,2,1,0,0,1
1,2,1,1,1,1,0,0,0
1,2,0,1,1,0.5,0,0,1
1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1
1,2,0,51,42,25.5,0,0,0
1,2,1,47,31,47,0,0,0
1,2,0,40,28,20,0,0,0
1,2,1,40,38,40,0,0,0
1,1,0,32,32,32,0,0,0
1,1,0,28,28,28,0,0,0
1,2,0,24,24,12,0,0,1
1,2,0,20,20,10,0,0,1
1,2,1,19,16*,19,0,0,0
1,2,0,16,16,8,0,0,1
1,2,0,11,7,5.5,0,0,0
1,2,0,10,9,5,0,0,0
1,2,0,10,10,5,0,0,1
1,1,0,8,8,8,0,0,0
1,2,1,8,8*,8,0,0,1
1,2,0,8,7,4,0,0,0
1,1,0,7,7,7,0,0,0
1,1,0,6,6,6,0,0,0
1,2,1,6,4,6,0,0,0
1,1,0,5,5,5,0,0,0
1,1,0,0,0,0,0,0,1
1,2,0,0,0,0,0,0,2
1,2,0,87,86,43.5,0,1,0
1,2,0,59,33,29.5,0,0,0
1,2,0,34,32,17,0,0,0
1,2,1,34,21*,34,0,0,0
1,2,0,30,26,15,0,0,0
1,2,0,25,25,12.5,0,0,1
1,2,0,25,22,12.5,0,0,0
1,2,0,19,12,9.5,0,0,0
1,2,0,19,13,9.5,0,0,0
1,2,0,17,13,8.5,0,0,0
1,2,0,14,14,7,0,0,1
1,2,0,12,12,6,0,0,1
1,2,0,12,12,6,0,0,1
1,2,1,10,10,10,0,0,0
1,2,0,10,6,5,0,0,0
1,2,1,8,7*,8,0,0,0
1,1,0,7,7,7,0,0,0
1,1,0,5,5,5,0,0,0
1,2,0,4,4,2,0,0,1
1,1,0,2,2,2,0,0,0
1,1,1,2,2*,-,0,0,0
1,2,0,1,1,0.5,0,0,1
1,2,1,78,58*,78,0,1,0
1,2,0,48,26,24,0,0,0
1,2,0,45,44,22.5,0,0,0
1,2,0,44,30,22,0,0,0
1,2,0,31,23,15.5,0,0,0
1,2,0,26,24,13,0,0,0
1,2,0,23,13,11.5,0,0,0
1,2,0,16,16,8,0,0,1
1,2,0,14,8,7,0,0,0
1,2,0,14,14,7,0,0,1
1,2,0,14,14,7,0,0,1
1,2,1,11,9*,11,0,0,0
1,2,0,11,7,5.5,0,0,0
1,2,0,8,6,4,0,0,0
1,2,0,7,6,3.5,0,0,0
1,2,1,6,4*,6,0,0,0
1,2,0,6,6,3,0,0,1
1,2,1,4,4,4,0,0,0
1,2,0,3,3,1.5,0,0,1
1,1,0,2,2,2,0,0,0
1,1,0,0,0,0,0,0,1
1,2,0,0,0,0,0,0,2
3,6,1,126,59*,25.2,0,1,0
3,6,0,122,50,20.33,0,1,0
3,6,0,117,45,19.5,0,0,0
3,6,0,95,33,15.83,0,0,0
2,4,0,66,30,16.5,0,0,0
2,4,0,59,35,14.75,0,0,1
3,6,0,56,29,9.33,0,0,1
3,6,0,46,26,7.66,0,0,2
2,4,0,45,17,11.25,0,0,0
1,2,0,39,26,19.5,0,0,0
2,4,0,31,21,7.75,0,0,1
3,6,0,30,15,5,0,0,2
1,2,0,28,22,14,0,0,0
3,6,1,26,8,5.2,0,0,0
1,2,1,25,13,25,0,0,0
2,4,1,25,17,8.33,0,0,0
1,2,0,15,13,7.5,0,0,0
1,2,0,14,8,7,0,0,0
1,2,0,14,10,7,0,0,0
1,2,1,14,10*,14,0,0,0
2,3,0,12,6,4,0,0,1
1,2,1,11,7*,11,0,0,0
1,2,0,8,6,4,0,0,0
1,2,1,6,4*,6,0,0,0
1,2,0,4,4,2,0,0,1
2,3,1,4,4,2,0,0,1
1,1,0,3,3,3,0,0,0
1,2,0,3,2,1.5,0,0,0
1,2,0,3,2,1.5,0,0,0
1,2,1,3,3,3,0,0,0
3,6,0,3,1,0.5,0,0,3
1,2,1,2,2,2,0,0,0
1,2,0,2,2,1,0,0,1
1,2,0,2,2,1,0,0,1
1,2,1,1,1,1,0,0,0
1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1
1,2,1,0,0*,0,0,0,1
1,2,1,0,0*,0,0,0,1
1,2,0,0,0,0,0,0,2
4,7,0,172,50,24.57,0,1,0
3,6,0,169,73,28.16,0,2,1
2,4,0,136,60,34,0,1,0
5,10,1,128,57,14.22,0,1,1
3,5,0,127,116,25.4,1,0,1
3,5,2,122,107,40.66,1,0,2
5,9,2,111,53*,15.85,0,1,1
3,6,0,88,28,14.66,0,0,1
2,3,1,71,70,35.5,0,1,0
3,5,0,64,36,12.8,0,0,0
4,8,0,64,42,8,0,0,3
3,5,1,57,38,14.25,0,0,1
4,8,3,48,23*,9.6,0,0,3
1,2,0,46,34,23,0,0,0
2,3,0,44,44,14.66,0,0,2
1,2,0,43,39,21.5,0,0,0
4,6,0,43,25,7.16,0,0,1
4,7,1,41,17,6.83,0,0,2
4,7,0,40,18,5.71,0,0,2
2,3,2,39,21,39,0,0,0
2,3,0,37,17,12.33,0,0,0
3,6,2,36,23*,9,0,0,1
1,2,0,31,30,15.5,0,0,0
1,2,0,30,29,15,0,0,0
2,4,1,30,14,10,0,0,0
1,2,0,28,17,14,0,0,0
1,1,0,24,24,24,0,0,0
3,5,1,22,15,5.5,0,0,1
1,2,0,21,12,10.5,0,0,0
3,5,1,21,10*,5.25,0,0,2
3,5,1,21,11,5.25,0,0,1
1,2,0,20,20,10,0,0,1
3,6,0,19,8,3.16,0,0,1
1,1,0,17,17,17,0,0,0
1,2,0,17,14,8.5,0,0,0
1,2,0,17,13,8.5,0,0,0
1,2,2,15,12*,-,0,0,0
1,2,0,15,12,7.5,0,0,0
1,2,0,14,7,7,0,0,0
2,3,0,14,9,4.66,0,0,0
3,6,0,13,6,2.16,0,0,1
1,2,1,11,11*,11,0,0,1
1,2,0,11,9,5.5,0,0,0
1,2,1,10,9,10,0,0,0
1,2,0,10,10,5,0,0,1
1,2,0,10,8,5,0,0,0
1,2,0,9,8,4.5,0,0,0
2,4,0,9,5,2.25,0,0,1
2,4,0,9,5,2.25,0,0,2
2,4,1,8,5,2.66,0,0,1
5,7,0,363,74,51.85,0,4,0
8,15,1,338,112,24.14,1,1,3
8,16,1,308,72,20.53,0,1,2
5,9,1,300,105,37.5,1,1,0
5,8,0,186,96,23.25,0,1,0
7,13,1,126,28,10.5,0,0,2
4,8,1,121,36,17.28,0,0,1
3,6,2,119,50,29.75,0,1,0
4,8,1,116,38,16.57,0,0,1
5,9,1,115,25,14.37,0,0,0
7,14,0,112,24,8,0,0,1
5,10,1,107,32,11.88,0,0,0
3,5,2,96,35*,32,0,0,0
4,7,2,81,31,16.2,0,0,1
2,3,1,80,44,40,0,0,0
2,4,2,79,36*,39.5,0,0,0
4,8,0,79,25,9.87,0,0,1
6,11,2,74,24,8.22,0,0,1
3,6,0,63,38,10.5,0,0,0
3,5,0,57,26,11.4,0,0,0
2,2,0,52,27,26,0,0,0
6,10,1,52,12,5.77,0,0,0
3,5,1,46,27,11.5,0,0,1
3,5,0,44,23,8.8,0,0,2
2,4,0,43,17,10.75,0,0,0
1,1,0,40,40,40,0,0,0
3,5,1,39,19,9.75,0,0,0
2,4,2,37,23*,18.5,0,0,0
3,5,1,34,22,8.5,0,0,0
3,4,0,30,14,7.5,0,0,1
3,5,1,29,13*,7.25,0,0,0
1,2,0,28,17,14,0,0,0
3,6,0,28,11,4.66,0,0,2
1,1,1,26,26*,-,0,0,0
1,2,0,24,19,12,0,0,0
1,1,0,22,22,22,0,0,0
1,2,0,22,18,11,0,0,0
2,4,0,19,11,4.75,0,0,1
1,2,0,18,10,9,0,0,0
1,2,0,17,15,8.5,0,0,0
1,2,1,16,9,16,0,0,0
1,2,0,14,13,7,0,0,0
2,4,0,14,9,3.5,0,0,2
1,2,0,13,10,6.5,0,0,0
2,4,1,13,9,4.33,0,0,1
2,2,0,11,11,5.5,0,0,1
1,2,0,10,6,5,0,0,0
3,5,0,9,9,1.8,0,0,4
1,1,0,8,8,8,0,0,0
3,4,1,8,3,2.66,0,0,1
4,8,1,445,157,63.57,2,1,0
5,10,2,346,78*,43.25,0,4,0
7,14,1,305,54*,23.46,0,1,1
5,10,1,274,106,30.44,1,1,0
5,9,0,198,49,22,0,0,0
4,8,1,190,82,27.14,0,1,0
6,11,1,174,68,17.4,0,1,2
3,6,0,171,43,28.5,0,0,0
3,6,1,135,54*,27,0,1,1
3,6,0,134,88,22.33,0,1,0
4,8,1,122,37,17.42,0,0,0
3,6,0,118,52,19.66,0,1,1
4,7,0,98,35,14,0,0,0
1,2,1,95,63*,95,0,1,0
5,10,1,78,41*,8.66,0,0,3
2,4,0,77,39,19.25,0,0,0
2,4,0,77,37,19.25,0,0,1
1,2,0,75,61,37.5,0,1,0
5,10,4,70,31,11.66,0,0,1
2,4,0,64,38,16,0,0,0
1,2,0,61,59,30.5,0,1,0
1,2,0,57,45,28.5,0,0,0
2,4,0,52,27,13,0,0,0
1,2,0,50,36,25,0,0,0
2,4,0,49,25,12.25,0,0,0
4,8,3,47,15*,9.4,0,0,2
1,2,1,44,35,44,0,0,0
1,2,0,44,35,22,0,0,0
2,3,0,38,21,12.66,0,0,0
1,2,1,37,35*,37,0,0,0
2,4,0,35,25,8.75,0,0,2
1,2,0,32,28,16,0,0,0
2,3,0,31,15,10.33,0,0,0
1,2,0,29,27,14.5,0,0,0
1,2,0,28,15,14,0,0,0
2,4,0,28,10,7,0,0,0
1,2,0,27,15,13.5,0,0,0
1,2,0,26,26,13,0,0,1
2,3,0,23,17,7.66,0,0,1
2,4,0,23,12,5.75,0,0,2
2,4,1,22,7*,7.33,0,0,0
1,2,0,21,21,10.5,0,0,1
1,2,0,20,20,10,0,0,1
2,4,0,20,7,5,0,0,0
2,4,1,18,7,6,0,0,1
2,4,1,16,11*,5.33,0,0,1
2,4,1,15,12,5,0,0,2
3,5,0,15,6,3,0,0,1
2,4,0,103,49,25.75,0,0,0
2,4,1,95,54*,31.66,0,1,0
2,3,1,94,67*,47,0,1,0
3,6,0,85,21,14.16,0,0,0
3,5,1,78,54*,19.5,0,1,1
2,4,1,74,56*,24.66,0,1,1
2,4,0,61,33,15.25,0,0,0
1,2,1,58,44*,58,0,0,0
2,3,0,58,22,19.33,0,0,0
2,4,0,44,21,11,0,0,1
3,4,0,34,21,8.5,0,0,0
2,4,0,29,14,7.25,0,0,0
1,2,0,28,18,14,0,0,0
1,2,0,25,18,12.5,0,0,0
2,4,0,24,23,6,0,0,2
1,2,0,22,12,11,0,0,0
3,6,0,22,8,3.66,0,0,1
2,4,0,16,9,4,0,0,2
1,2,0,14,13,7,0,0,0
2,4,0,14,9,3.5,0,0,1
1,2,0,13,12,6.5,0,0,0
2,4,0,13,4,3.25,0,0,0
1,2,1,12,6*,12,0,0,0
1,2,1,11,9,11,0,0,0
1,2,1,9,5,9,0,0,0
1,2,0,9,5,4.5,0,0,0
1,2,0,9,5,4.5,0,0,0
1,2,2,9,9*,-,0,0,0
1,2,1,8,8*,8,0,0,1
1,1,0,7,7,7,0,0,0
1,2,0,7,7,3.5,0,0,1
2,4,0,7,6,1.75,0,0,2
1,2,0,5,4,2.5,0,0,0
2,3,1,5,3,2.5,0,0,0
3,4,0,3,2,0.75,0,0,2
1,1,0,2,2,2,0,0,0
2,3,1,2,1*,1,0,0,1
1,2,0,1,1,0.5,0,0,1
1,2,0,1,1,0.5,0,0,1
1,2,1,1,1,1,0,0,0
1,1,0,0,0,0,0,0,1
3,6,2,170,75,42.5,0,1,1
4,5,0,168,79,33.6,0,2,1
4,8,1,154,88*,22,0,1,0
4,6,1,108,44*,21.6,0,0,0
4,7,0,108,32,15.42,0,0,0
3,5,0,83,56,16.6,0,1,0
3,3,0,80,62,26.66,0,1,0
3,5,2,80,52,26.66,0,1,0
3,6,0,79,28,13.16,0,0,0
3,6,0,70,53,11.66,0,1,2
3,6,0,58,27,9.66,0,0,1
2,3,0,45,30,15,0,0,1
1,2,0,43,36,21.5,0,0,0
1,2,0,40,29,20,0,0,0
1,2,0,38,23,19,0,0,0
1,2,1,37,33*,37,0,0,0
3,5,0,36,13,7.2,0,0,1
3,5,1,35,17,8.75,0,0,0
1,2,0,33,28,16.5,0,0,0
2,4,1,32,15,10.66,0,0,1
3,5,1,32,16,8,0,0,2
2,4,0,31,26,7.75,0,0,1
1,2,0,30,26,15,0,0,0
1,2,0,29,24,14.5,0,0,0
1,2,0,28,19,14,0,0,0
1,2,0,26,20,13,0,0,0
1,2,0,26,22,13,0,0,0
2,4,0,22,7,5.5,0,0,0
1,2,0,20,11,10,0,0,0
1,2,0,19,15,9.5,0,0,0
1,2,0,19,11,9.5,0,0,0
1,2,0,19,19,9.5,0,0,1
1,2,0,18,14,9,0,0,0
2,4,0,18,10,4.5,0,0,1
3,5,2,18,10,6,0,0,0
1,2,0,17,17,8.5,0,0,1
1,2,0,16,12,8,0,0,0
1,2,0,16,8,8,0,0,0
1,2,0,14,12,7,0,0,0
1,2,0,14,7,7,0,0,0
2,4,1,14,7,4.66,0,0,1
1,2,0,13,12,6.5,0,0,0
1,2,1,13,13*,13,0,0,1
1,1,0,11,11,11,0,0,0
1,2,0,11,6,5.5,0,0,0
1,2,0,11,11,5.5,0,0,1
1,2,2,10,10*,-,0,0,0
1,2,0,10,10,5,0,0,1
3,4,1,10,6,3.33,0,0,1
1,1,0,9,9,9,0,0,0
3,6,0,361,278,60.16,1,0,0
2,4,0,133,111,33.25,1,0,0
3,6,1,125,56,25,0,2,1
2,4,1,99,33,33,0,0,0
2,4,1,94,82*,31.33,0,1,1
2,4,0,76,38,19,0,0,0
2,4,0,74,36,18.5,0,0,1
2,4,0,73,38,18.25,0,0,0
2,4,0,72,27,18,0,0,0
2,4,1,71,30*,23.66,0,0,1
1,2,0,57,52,28.5,0,1,0
2,4,1,55,45,18.33,0,0,1
2,4,0,52,29,13,0,0,1
2,4,2,50,28*,25,0,0,1
2,4,1,48,27,16,0,0,0
2,4,0,48,27,12,0,0,1
2,3,0,47,41,15.66,0,0,1
2,3,0,46,34,15.33,0,0,0
3,6,0,45,15,7.5,0,0,1
2,4,0,42,33,10.5,0,0,0
2,4,0,41,22,10.25,0,0,2
2,3,0,33,19,11,0,0,0
2,4,1,32,24*,10.66,0,0,0
2,4,1,32,23*,10.66,0,0,1
2,3,0,31,11,10.33,0,0,0
1,2,1,29,17*,29,0,0,0
1,2,1,28,28,28,0,0,0
1,2,0,25,21,12.5,0,0,0
2,4,1,25,15*,8.33,0,0,0
1,2,1,24,22,24,0,0,0
2,4,0,24,15,6,0,0,2
1,2,0,23,19,11.5,0,0,0
3,6,0,23,9,3.83,0,0,1
1,2,0,22,15,11,0,0,0
2,3,0,21,18,7,0,0,1
1,2,0,20,20,10,0,0,1
2,4,0,20,16,5,0,0,1
2,3,0,18,8,6,0,0,0
1,2,1,17,9*,17,0,0,0
2,3,0,16,13,5.33,0,0,1
2,4,0,16,12,4,0,0,1
1,2,0,15,9,7.5,0,0,0
2,3,0,14,5,4.66,0,0,0
2,4,1,14,11,4.66,0,0,0
1,2,0,13,10,6.5,0,0,0
2,3,0,13,11,4.33,0,0,1
1,2,0,9,8,4.5,0,0,0
1,2,0,9,9,4.5,0,0,1
1,2,0,8,7,4,0,0,0
2,3,1,181,113*,90.5,1,0,0
2,3,0,157,89,52.33,0,2,0
4,7,1,152,43,25.33,0,0,0
3,5,1,138,71,34.5,0,1,0
4,7,1,122,43,20.33,0,0,1
3,5,1,113,32*,28.25,0,0,0
1,2,1,98,97*,98,0,1,0
3,5,0,98,45,19.6,0,0,0
1,2,1,79,63,79,0,1,0
4,7,1,75,17,12.5,0,0,0
3,5,1,66,23*,16.5,0,0,1
4,6,0,59,21,9.83,0,0,1
1,2,0,57,55,28.5,0,1,0
1,2,0,54,54,27,0,1,1
1,2,0,51,41,25.5,0,0,0
3,5,0,51,22,10.2,0,0,1
2,4,0,46,24,11.5,0,0,0
2,4,1,45,22,15,0,0,1
1,2,0,40,25,20,0,0,0
1,2,0,40,36,20,0,0,0
2,2,0,39,39,19.5,0,0,1
1,2,0,35,34,17.5,0,0,0
2,4,0,35,13,8.75,0,0,0
2,4,0,35,16,8.75,0,0,0
2,3,0,34,26,11.33,0,0,0
1,2,0,33,20,16.5,0,0,0
1,2,0,28,20,14,0,0,0
1,2,0,28,17,14,0,0,0
3,6,2,28,8,7,0,0,0
2,3,0,26,16,8.66,0,0,1
2,4,0,24,15,6,0,0,1
2,4,0,24,13,6,0,0,1
1,1,0,21,21,21,0,0,0
1,2,0,21,21,10.5,0,0,1
1,2,0,21,17,10.5,0,0,0
2,4,1,21,20,7,0,0,1
4,6,0,21,6,3.5,0,0,1
1,2,0,20,15,10,0,0,0
2,4,0,16,14,4,0,0,2
2,3,1,15,11,7.5,0,0,0
1,2,0,12,12,6,0,0,1
1,2,0,12,6,6,0,0,0
1,2,0,11,9,5.5,0,0,0
1,1,0,10,10,10,0,0,0
1,2,0,9,9,4.5,0,0,1
2,3,1,7,6,3.5,0,0,1
3,5,0,7,6,1.4,0,0,2
1,2,0,6,6,3,0,0,1
2,3,0,6,2,2,0,0,0
6,11,2,354,87,39.33,0,3,1
4,7,0,317,94,45.28,0,3,0
8,15,3,288,87,24,0,1,1
4,8,0,246,73,30.75,0,2,0
7,12,1,219,64,19.9,0,1,0
6,11,0,186,36,16.9,0,0,0
6,11,0,178,66,16.18,0,1,1
5,10,0,141,46,14.1,0,0,3
3,6,1,140,51,28,0,1,0
4,7,0,135,64,19.28,0,1,0
8,12,0,134,28,11.16,0,0,2
7,14,0,97,24,6.92,0,0,2
5,10,0,96,32,9.6,0,0,2
8,13,2,85,23*,7.72,0,0,6
5,9,0,74,28,8.22,0,0,2
4,8,3,72,34*,14.4,0,0,1
1,2,1,67,44*,67,0,0,0
5,8,0,66,29,8.25,0,0,2
1,2,0,62,60,31,0,1,0
5,8,1,61,30,8.71,0,0,2
4,7,0,60,25,8.57,0,0,3
6,11,3,55,18,6.87,0,0,2
1,2,1,54,28,54,0,0,0
2,4,0,49,27,12.25,0,0,0
7,11,1,49,11,4.9,0,0,1
2,3,0,47,26,15.66,0,0,0
1,2,0,45,24,22.5,0,0,0
2,3,0,42,21,14,0,0,0
1,2,0,37,29,18.5,0,0,0
